USER_ID,ITEM_ID,CATEGORY,STYLE,SEASON,IS_TRENDING,PURCHASE
189,138,shoes,urban,summer,0,1
49,146,jacket,casual,summer,0,0
39,121,jacket,urban,winter,1,0
177,142,tshirt,casual,winter,0,0
9,124,bag,urban,winter,1,1
37,149,shoes,elegant,summer,0,0
51,139,jacket,casual,spring,0,0
183,141,jeans,sport,winter,1,0
127,146,jacket,casual,summer,0,0
45,101,dress,casual,spring,1,1
72,108,jeans,sport,spring,0,0
189,145,tshirt,sport,autumn,0,0
45,126,bag,casual,summer,1,0
103,128,jeans,sport,summer,1,0
175,123,bag,urban,summer,0,0
177,147,jacket,casual,autumn,0,0
68,130,tshirt,casual,autumn,1,1
161,136,jeans,casual,spring,0,0
156,140,jeans,casual,autumn,1,0
84,149,shoes,elegant,summer,0,0
191,129,jeans,casual,spring,0,0
105,110,jacket,sport,winter,0,1
10,114,tshirt,elegant,summer,0,0
51,109,dress,urban,autumn,0,0
84,106,dress,casual,summer,0,1
155,102,bag,casual,spring,0,0
94,140,jeans,casual,autumn,1,1
2,117,jacket,casual,autumn,0,0
65,145,tshirt,sport,autumn,0,0
101,121,jacket,urban,winter,1,1
153,123,bag,urban,summer,0,0
152,138,shoes,urban,summer,0,0
146,136,jeans,casual,spring,0,0
99,145,tshirt,sport,autumn,0,0
122,130,tshirt,casual,autumn,1,0
188,144,dress,elegant,winter,0,1
156,144,dress,elegant,winter,0,0
79,141,jeans,sport,winter,1,0
48,132,jacket,urban,summer,1,0
57,136,jeans,casual,spring,0,0
34,128,jeans,sport,summer,1,1
165,107,jacket,casual,autumn,0,0
157,110,jacket,sport,winter,0,0
188,118,dress,elegant,winter,0,0
126,111,dress,urban,summer,0,0
49,149,shoes,elegant,summer,0,0
162,148,jeans,sport,winter,0,0
116,112,jeans,sport,summer,0,0
113,145,tshirt,sport,autumn,0,0
178,105,dress,elegant,winter,0,0
154,127,shoes,urban,autumn,0,0
174,143,jacket,urban,autumn,0,0
50,106,dress,casual,summer,0,0
59,115,tshirt,urban,autumn,0,0
122,137,tshirt,urban,summer,0,0
170,137,tshirt,urban,summer,0,0
18,109,dress,urban,autumn,0,0
113,129,jeans,casual,spring,0,0
22,104,jeans,elegant,summer,1,0
69,137,tshirt,urban,summer,0,1
109,122,jacket,sport,autumn,0,1
53,123,bag,urban,summer,0,0
160,145,tshirt,sport,autumn,0,0
51,149,shoes,elegant,summer,0,0
21,144,dress,elegant,winter,0,0
139,139,jacket,casual,spring,0,0
191,124,bag,urban,winter,1,1
125,135,bag,elegant,spring,1,0
179,117,jacket,casual,autumn,0,0
99,118,dress,elegant,winter,0,0
19,137,tshirt,urban,summer,0,1
85,108,jeans,sport,spring,0,0
164,119,tshirt,urban,winter,0,0
64,127,shoes,urban,autumn,0,0
173,147,jacket,casual,autumn,0,1
140,121,jacket,urban,winter,1,1
5,117,jacket,casual,autumn,0,0
184,120,tshirt,elegant,autumn,1,0
70,117,jacket,casual,autumn,0,0
115,119,tshirt,urban,winter,0,0
52,132,jacket,urban,summer,1,0
70,136,jeans,casual,spring,0,0
151,115,tshirt,urban,autumn,0,0
155,111,dress,urban,summer,0,0
179,114,tshirt,elegant,summer,0,0
82,128,jeans,sport,summer,1,0
4,107,jacket,casual,autumn,0,0
109,135,bag,elegant,spring,1,0
116,145,tshirt,sport,autumn,0,0
81,117,jacket,casual,autumn,0,0
189,131,dress,elegant,summer,0,0
114,132,jacket,urban,summer,1,0
64,121,jacket,urban,winter,1,0
194,141,jeans,sport,winter,1,1
57,130,tshirt,casual,autumn,1,0
47,135,bag,elegant,spring,1,0
135,103,jeans,sport,autumn,0,0
65,136,jeans,casual,spring,0,0
37,113,tshirt,urban,summer,1,1
136,105,dress,elegant,winter,0,0
1,136,jeans,casual,spring,0,0
35,102,bag,casual,spring,0,0
34,146,jacket,casual,summer,0,0
128,104,jeans,elegant,summer,1,0
99,108,jeans,sport,spring,0,0
3,114,tshirt,elegant,summer,0,0
168,117,jacket,casual,autumn,0,0
119,134,bag,sport,winter,1,1
188,102,bag,casual,spring,0,0
194,126,bag,casual,summer,1,0
34,139,jacket,casual,spring,0,0
195,108,jeans,sport,spring,0,0
55,127,shoes,urban,autumn,0,0
118,129,jeans,casual,spring,0,1
145,141,jeans,sport,winter,1,1
158,113,tshirt,urban,summer,1,0
57,125,dress,urban,summer,0,1
31,117,jacket,casual,autumn,0,0
74,110,jacket,sport,winter,0,0
200,120,tshirt,elegant,autumn,1,0
156,146,jacket,casual,summer,0,0
53,124,bag,urban,winter,1,0
4,113,tshirt,urban,summer,1,0
59,123,bag,urban,summer,0,0
159,114,tshirt,elegant,summer,0,0
34,118,dress,elegant,winter,0,0
105,112,jeans,sport,summer,0,0
49,115,tshirt,urban,autumn,0,1
38,117,jacket,casual,autumn,0,0
87,124,bag,urban,winter,1,1
157,128,jeans,sport,summer,1,0
139,101,dress,casual,spring,1,0
162,144,dress,elegant,winter,0,0
196,136,jeans,casual,spring,0,0
56,112,jeans,sport,summer,0,0
179,137,tshirt,urban,summer,0,0
120,110,jacket,sport,winter,0,0
175,123,bag,urban,summer,0,0
101,133,jacket,sport,spring,0,0
24,144,dress,elegant,winter,0,0
25,130,tshirt,casual,autumn,1,1
21,120,tshirt,elegant,autumn,1,0
42,117,jacket,casual,autumn,0,1
101,148,jeans,sport,winter,0,0
99,147,jacket,casual,autumn,0,0
146,114,tshirt,elegant,summer,0,0
141,136,jeans,casual,spring,0,0
31,102,bag,casual,spring,0,0
54,122,jacket,sport,autumn,0,0
100,145,tshirt,sport,autumn,0,0
36,118,dress,elegant,winter,0,1
3,128,jeans,sport,summer,1,0
65,136,jeans,casual,spring,0,0
21,143,jacket,urban,autumn,0,0
118,110,jacket,sport,winter,0,0
53,144,dress,elegant,winter,0,0
13,137,tshirt,urban,summer,0,0
102,124,bag,urban,winter,1,1
142,110,jacket,sport,winter,0,0
163,125,dress,urban,summer,0,0
12,124,bag,urban,winter,1,1
29,143,jacket,urban,autumn,0,1
119,128,jeans,sport,summer,1,0
16,147,jacket,casual,autumn,0,0
27,142,tshirt,casual,winter,0,0
187,147,jacket,casual,autumn,0,0
134,107,jacket,casual,autumn,0,0
153,133,jacket,sport,spring,0,0
57,112,jeans,sport,summer,0,1
16,116,dress,casual,autumn,0,0
135,136,jeans,casual,spring,0,0
111,109,dress,urban,autumn,0,0
200,145,tshirt,sport,autumn,0,0
59,104,jeans,elegant,summer,1,1
157,134,bag,sport,winter,1,1
156,113,tshirt,urban,summer,1,1
4,126,bag,casual,summer,1,1
104,109,dress,urban,autumn,0,0
178,111,dress,urban,summer,0,0
143,132,jacket,urban,summer,1,1
59,126,bag,casual,summer,1,0
199,142,tshirt,casual,winter,0,0
181,108,jeans,sport,spring,0,0
104,104,jeans,elegant,summer,1,1
65,149,shoes,elegant,summer,0,0
175,138,shoes,urban,summer,0,0
47,131,dress,elegant,summer,0,0
174,150,tshirt,urban,autumn,1,0
84,141,jeans,sport,winter,1,1
54,133,jacket,sport,spring,0,0
15,132,jacket,urban,summer,1,0
61,121,jacket,urban,winter,1,1
62,122,jacket,sport,autumn,0,1
190,118,dress,elegant,winter,0,0
3,130,tshirt,casual,autumn,1,0
6,129,jeans,casual,spring,0,0
108,133,jacket,sport,spring,0,0
75,113,tshirt,urban,summer,1,0
70,141,jeans,sport,winter,1,0
16,104,jeans,elegant,summer,1,1
89,118,dress,elegant,winter,0,0
19,123,bag,urban,summer,0,0
154,106,dress,casual,summer,0,0
4,144,dress,elegant,winter,0,1
8,113,tshirt,urban,summer,1,0
106,108,jeans,sport,spring,0,0
94,101,dress,casual,spring,1,0
171,139,jacket,casual,spring,0,1
44,109,dress,urban,autumn,0,1
165,110,jacket,sport,winter,0,0
156,142,tshirt,casual,winter,0,0
171,121,jacket,urban,winter,1,1
66,108,jeans,sport,spring,0,0
176,127,shoes,urban,autumn,0,0
93,103,jeans,sport,autumn,0,0
108,113,tshirt,urban,summer,1,1
89,129,jeans,casual,spring,0,0
71,149,shoes,elegant,summer,0,0
94,135,bag,elegant,spring,1,0
99,149,shoes,elegant,summer,0,0
17,118,dress,elegant,winter,0,0
173,129,jeans,casual,spring,0,0
68,101,dress,casual,spring,1,1
114,101,dress,casual,spring,1,1
41,141,jeans,sport,winter,1,0
133,101,dress,casual,spring,1,0
169,129,jeans,casual,spring,0,0
68,105,dress,elegant,winter,0,0
149,135,bag,elegant,spring,1,1
76,126,bag,casual,summer,1,0
199,147,jacket,casual,autumn,0,0
71,126,bag,casual,summer,1,1
132,123,bag,urban,summer,0,0
106,120,tshirt,elegant,autumn,1,0
136,141,jeans,sport,winter,1,1
112,119,tshirt,urban,winter,0,0
68,115,tshirt,urban,autumn,0,0
165,101,dress,casual,spring,1,0
40,136,jeans,casual,spring,0,0
24,124,bag,urban,winter,1,1
185,149,shoes,elegant,summer,0,1
181,123,bag,urban,summer,0,0
181,141,jeans,sport,winter,1,0
57,106,dress,casual,summer,0,0
61,120,tshirt,elegant,autumn,1,0
3,122,jacket,sport,autumn,0,0
169,105,dress,elegant,winter,0,0
141,123,bag,urban,summer,0,1
101,125,dress,urban,summer,0,0
112,127,shoes,urban,autumn,0,0
123,147,jacket,casual,autumn,0,0
118,136,jeans,casual,spring,0,1
16,131,dress,elegant,summer,0,0
170,110,jacket,sport,winter,0,0
10,122,jacket,sport,autumn,0,0
17,104,jeans,elegant,summer,1,0
123,121,jacket,urban,winter,1,1
101,138,shoes,urban,summer,0,1
51,136,jeans,casual,spring,0,1
81,141,jeans,sport,winter,1,1
15,132,jacket,urban,summer,1,0
167,106,dress,casual,summer,0,0
167,117,jacket,casual,autumn,0,0
162,141,jeans,sport,winter,1,0
6,120,tshirt,elegant,autumn,1,0
52,103,jeans,sport,autumn,0,0
112,147,jacket,casual,autumn,0,0
109,101,dress,casual,spring,1,0
100,132,jacket,urban,summer,1,0
96,104,jeans,elegant,summer,1,0
116,135,bag,elegant,spring,1,1
78,133,jacket,sport,spring,0,1
132,124,bag,urban,winter,1,0
59,129,jeans,casual,spring,0,0
177,140,jeans,casual,autumn,1,0
83,101,dress,casual,spring,1,1
13,148,jeans,sport,winter,0,0
64,135,bag,elegant,spring,1,1
95,104,jeans,elegant,summer,1,0
172,123,bag,urban,summer,0,1
57,137,tshirt,urban,summer,0,0
72,107,jacket,casual,autumn,0,0
114,116,dress,casual,autumn,0,0
83,118,dress,elegant,winter,0,0
113,112,jeans,sport,summer,0,0
126,111,dress,urban,summer,0,0
134,133,jacket,sport,spring,0,0
5,128,jeans,sport,summer,1,0
59,133,jacket,sport,spring,0,0
62,150,tshirt,urban,autumn,1,1
197,102,bag,casual,spring,0,0
47,139,jacket,casual,spring,0,0
182,107,jacket,casual,autumn,0,0
79,123,bag,urban,summer,0,0
54,129,jeans,casual,spring,0,0
148,129,jeans,casual,spring,0,0
105,108,jeans,sport,spring,0,0
62,129,jeans,casual,spring,0,1
169,105,dress,elegant,winter,0,0
82,126,bag,casual,summer,1,0
177,112,jeans,sport,summer,0,0
71,103,jeans,sport,autumn,0,0
2,124,bag,urban,winter,1,0
74,138,shoes,urban,summer,0,1
39,127,shoes,urban,autumn,0,1
157,147,jacket,casual,autumn,0,0
182,120,tshirt,elegant,autumn,1,0
108,119,tshirt,urban,winter,0,1
158,134,bag,sport,winter,1,0
150,103,jeans,sport,autumn,0,0
73,133,jacket,sport,spring,0,0
96,148,jeans,sport,winter,0,0
59,102,bag,casual,spring,0,1
157,104,jeans,elegant,summer,1,0
123,122,jacket,sport,autumn,0,0
100,134,bag,sport,winter,1,1
193,149,shoes,elegant,summer,0,0
45,104,jeans,elegant,summer,1,0
83,101,dress,casual,spring,1,1
138,136,jeans,casual,spring,0,0
160,132,jacket,urban,summer,1,1
6,148,jeans,sport,winter,0,0
27,150,tshirt,urban,autumn,1,1
163,121,jacket,urban,winter,1,0
15,104,jeans,elegant,summer,1,0
93,109,dress,urban,autumn,0,0
41,142,tshirt,casual,winter,0,0
178,120,tshirt,elegant,autumn,1,1
151,147,jacket,casual,autumn,0,0
180,147,jacket,casual,autumn,0,0
110,105,dress,elegant,winter,0,0
43,148,jeans,sport,winter,0,1
178,103,jeans,sport,autumn,0,0
62,133,jacket,sport,spring,0,0
48,110,jacket,sport,winter,0,0
82,138,shoes,urban,summer,0,0
63,113,tshirt,urban,summer,1,0
174,103,jeans,sport,autumn,0,0
120,127,shoes,urban,autumn,0,0
8,146,jacket,casual,summer,0,1
134,143,jacket,urban,autumn,0,0
89,139,jacket,casual,spring,0,0
182,137,tshirt,urban,summer,0,0
137,118,dress,elegant,winter,0,1
189,143,jacket,urban,autumn,0,1
123,138,shoes,urban,summer,0,1
107,137,tshirt,urban,summer,0,0
79,128,jeans,sport,summer,1,0
139,113,tshirt,urban,summer,1,0
4,122,jacket,sport,autumn,0,0
54,124,bag,urban,winter,1,1
68,128,jeans,sport,summer,1,0
166,150,tshirt,urban,autumn,1,0
121,101,dress,casual,spring,1,1
92,121,jacket,urban,winter,1,0
199,103,jeans,sport,autumn,0,1
35,104,jeans,elegant,summer,1,1
69,101,dress,casual,spring,1,1
56,142,tshirt,casual,winter,0,0
23,125,dress,urban,summer,0,0
52,124,bag,urban,winter,1,0
153,145,tshirt,sport,autumn,0,1
96,105,dress,elegant,winter,0,0
36,146,jacket,casual,summer,0,0
39,116,dress,casual,autumn,0,0
97,149,shoes,elegant,summer,0,0
109,135,bag,elegant,spring,1,0
39,122,jacket,sport,autumn,0,1
87,117,jacket,casual,autumn,0,0
76,123,bag,urban,summer,0,0
127,122,jacket,sport,autumn,0,0
29,147,jacket,casual,autumn,0,0
46,147,jacket,casual,autumn,0,0
112,123,bag,urban,summer,0,0
85,102,bag,casual,spring,0,0
134,144,dress,elegant,winter,0,0
33,130,tshirt,casual,autumn,1,0
126,143,jacket,urban,autumn,0,0
122,110,jacket,sport,winter,0,0
115,136,jeans,casual,spring,0,1
11,114,tshirt,elegant,summer,0,0
167,147,jacket,casual,autumn,0,0
143,128,jeans,sport,summer,1,0
152,108,jeans,sport,spring,0,0
33,133,jacket,sport,spring,0,0
19,103,jeans,sport,autumn,0,0
193,129,jeans,casual,spring,0,0
178,134,bag,sport,winter,1,0
162,129,jeans,casual,spring,0,0
176,147,jacket,casual,autumn,0,0
64,129,jeans,casual,spring,0,0
39,124,bag,urban,winter,1,0
69,126,bag,casual,summer,1,1
49,103,jeans,sport,autumn,0,0
53,101,dress,casual,spring,1,0
62,117,jacket,casual,autumn,0,1
131,115,tshirt,urban,autumn,0,0
29,143,jacket,urban,autumn,0,1
25,128,jeans,sport,summer,1,0
73,101,dress,casual,spring,1,1
169,144,dress,elegant,winter,0,0
179,141,jeans,sport,winter,1,1
147,102,bag,casual,spring,0,1
169,145,tshirt,sport,autumn,0,1
174,130,tshirt,casual,autumn,1,0
57,140,jeans,casual,autumn,1,0
104,136,jeans,casual,spring,0,0
79,128,jeans,sport,summer,1,0
82,102,bag,casual,spring,0,0
77,145,tshirt,sport,autumn,0,0
64,140,jeans,casual,autumn,1,0
59,104,jeans,elegant,summer,1,1
122,131,dress,elegant,summer,0,0
107,132,jacket,urban,summer,1,1
92,131,dress,elegant,summer,0,1
124,134,bag,sport,winter,1,0
153,136,jeans,casual,spring,0,1
136,109,dress,urban,autumn,0,0
173,139,jacket,casual,spring,0,1
58,117,jacket,casual,autumn,0,0
92,109,dress,urban,autumn,0,0
127,128,jeans,sport,summer,1,0
144,123,bag,urban,summer,0,0
131,121,jacket,urban,winter,1,1
62,142,tshirt,casual,winter,0,0
76,142,tshirt,casual,winter,0,0
16,108,jeans,sport,spring,0,0
104,140,jeans,casual,autumn,1,0
138,144,dress,elegant,winter,0,0
139,115,tshirt,urban,autumn,0,1
178,112,jeans,sport,summer,0,0
115,126,bag,casual,summer,1,0
113,138,shoes,urban,summer,0,1
195,138,shoes,urban,summer,0,0
173,132,jacket,urban,summer,1,0
156,121,jacket,urban,winter,1,0
100,107,jacket,casual,autumn,0,1
22,110,jacket,sport,winter,0,0
132,132,jacket,urban,summer,1,1
23,106,dress,casual,summer,0,0
84,112,jeans,sport,summer,0,1
161,128,jeans,sport,summer,1,0
22,106,dress,casual,summer,0,0
125,121,jacket,urban,winter,1,1
176,106,dress,casual,summer,0,1
56,146,jacket,casual,summer,0,0
157,107,jacket,casual,autumn,0,1
104,113,tshirt,urban,summer,1,1
75,133,jacket,sport,spring,0,0
182,138,shoes,urban,summer,0,0
61,110,jacket,sport,winter,0,0
195,145,tshirt,sport,autumn,0,1
144,113,tshirt,urban,summer,1,0
113,135,bag,elegant,spring,1,0
182,111,dress,urban,summer,0,0
158,148,jeans,sport,winter,0,0
183,115,tshirt,urban,autumn,0,1
186,135,bag,elegant,spring,1,0
125,110,jacket,sport,winter,0,1
83,125,dress,urban,summer,0,0
19,143,jacket,urban,autumn,0,1
194,110,jacket,sport,winter,0,0
48,119,tshirt,urban,winter,0,0
87,124,bag,urban,winter,1,0
28,105,dress,elegant,winter,0,0
191,105,dress,elegant,winter,0,1
166,125,dress,urban,summer,0,0
14,111,dress,urban,summer,0,1
120,123,bag,urban,summer,0,0
75,121,jacket,urban,winter,1,0
59,125,dress,urban,summer,0,1
182,110,jacket,sport,winter,0,1
71,104,jeans,elegant,summer,1,0
193,115,tshirt,urban,autumn,0,0
174,114,tshirt,elegant,summer,0,1
178,120,tshirt,elegant,autumn,1,1
40,120,tshirt,elegant,autumn,1,0
166,103,jeans,sport,autumn,0,0
13,113,tshirt,urban,summer,1,0
66,137,tshirt,urban,summer,0,1
182,126,bag,casual,summer,1,1
75,108,jeans,sport,spring,0,0
148,108,jeans,sport,spring,0,0
29,140,jeans,casual,autumn,1,0
84,116,dress,casual,autumn,0,1
174,143,jacket,urban,autumn,0,0
184,148,jeans,sport,winter,0,0
155,123,bag,urban,summer,0,0
163,120,tshirt,elegant,autumn,1,0
37,142,tshirt,casual,winter,0,0
57,108,jeans,sport,spring,0,1
95,130,tshirt,casual,autumn,1,1
53,112,jeans,sport,summer,0,1
177,117,jacket,casual,autumn,0,0
178,107,jacket,casual,autumn,0,0
108,134,bag,sport,winter,1,0
138,132,jacket,urban,summer,1,1
52,115,tshirt,urban,autumn,0,0
104,111,dress,urban,summer,0,0
110,108,jeans,sport,spring,0,0
164,113,tshirt,urban,summer,1,1
36,137,tshirt,urban,summer,0,0
190,105,dress,elegant,winter,0,0
192,138,shoes,urban,summer,0,0
152,135,bag,elegant,spring,1,0
172,148,jeans,sport,winter,0,0
65,131,dress,elegant,summer,0,0
57,142,tshirt,casual,winter,0,0
22,113,tshirt,urban,summer,1,0
89,148,jeans,sport,winter,0,0
145,115,tshirt,urban,autumn,0,0
106,115,tshirt,urban,autumn,0,1
40,120,tshirt,elegant,autumn,1,0
82,113,tshirt,urban,summer,1,1
172,138,shoes,urban,summer,0,0
188,107,jacket,casual,autumn,0,0
144,139,jacket,casual,spring,0,0
196,125,dress,urban,summer,0,1
109,117,jacket,casual,autumn,0,1
134,119,tshirt,urban,winter,0,0
14,131,dress,elegant,summer,0,0
54,104,jeans,elegant,summer,1,1
191,138,shoes,urban,summer,0,1
120,128,jeans,sport,summer,1,1
131,145,tshirt,sport,autumn,0,0
150,132,jacket,urban,summer,1,0
32,135,bag,elegant,spring,1,0
138,103,jeans,sport,autumn,0,0
59,131,dress,elegant,summer,0,1
93,105,dress,elegant,winter,0,1
169,131,dress,elegant,summer,0,0
84,139,jacket,casual,spring,0,0
45,142,tshirt,casual,winter,0,1
114,149,shoes,elegant,summer,0,1
182,136,jeans,casual,spring,0,0
129,115,tshirt,urban,autumn,0,0
72,150,tshirt,urban,autumn,1,0
109,123,bag,urban,summer,0,0
111,113,tshirt,urban,summer,1,0
167,137,tshirt,urban,summer,0,0
16,102,bag,casual,spring,0,0
145,130,tshirt,casual,autumn,1,0
13,143,jacket,urban,autumn,0,0
94,121,jacket,urban,winter,1,1
116,115,tshirt,urban,autumn,0,0
180,110,jacket,sport,winter,0,0
128,130,tshirt,casual,autumn,1,1
161,109,dress,urban,autumn,0,0
75,134,bag,sport,winter,1,1
9,132,jacket,urban,summer,1,1
72,127,shoes,urban,autumn,0,0
190,112,jeans,sport,summer,0,0
190,111,dress,urban,summer,0,0
103,143,jacket,urban,autumn,0,0
85,140,jeans,casual,autumn,1,1
151,106,dress,casual,summer,0,0
192,108,jeans,sport,spring,0,0
177,135,bag,elegant,spring,1,0
149,102,bag,casual,spring,0,0
63,140,jeans,casual,autumn,1,1
17,106,dress,casual,summer,0,0
147,138,shoes,urban,summer,0,0
37,104,jeans,elegant,summer,1,0
177,143,jacket,urban,autumn,0,0
58,132,jacket,urban,summer,1,0
105,136,jeans,casual,spring,0,0
104,128,jeans,sport,summer,1,0
129,142,tshirt,casual,winter,0,0
191,112,jeans,sport,summer,0,0
200,124,bag,urban,winter,1,0
155,109,dress,urban,autumn,0,0
111,116,dress,casual,autumn,0,0
119,114,tshirt,elegant,summer,0,0
25,134,bag,sport,winter,1,0
67,124,bag,urban,winter,1,1
5,103,jeans,sport,autumn,0,0
162,123,bag,urban,summer,0,1
95,150,tshirt,urban,autumn,1,0
129,125,dress,urban,summer,0,0
66,130,tshirt,casual,autumn,1,1
84,149,shoes,elegant,summer,0,0
116,122,jacket,sport,autumn,0,0
116,138,shoes,urban,summer,0,0
143,146,jacket,casual,summer,0,0
21,124,bag,urban,winter,1,1
121,105,dress,elegant,winter,0,0
108,147,jacket,casual,autumn,0,0
196,127,shoes,urban,autumn,0,1
195,140,jeans,casual,autumn,1,0
138,125,dress,urban,summer,0,1
122,145,tshirt,sport,autumn,0,0
181,137,tshirt,urban,summer,0,0
188,130,tshirt,casual,autumn,1,0
11,128,jeans,sport,summer,1,0
123,108,jeans,sport,spring,0,0
191,128,jeans,sport,summer,1,0
162,131,dress,elegant,summer,0,0
52,125,dress,urban,summer,0,0
40,137,tshirt,urban,summer,0,0
111,101,dress,casual,spring,1,0
182,142,tshirt,casual,winter,0,0
149,115,tshirt,urban,autumn,0,0
8,147,jacket,casual,autumn,0,1
17,117,jacket,casual,autumn,0,0
166,117,jacket,casual,autumn,0,0
78,145,tshirt,sport,autumn,0,0
72,115,tshirt,urban,autumn,0,1
54,127,shoes,urban,autumn,0,0
163,106,dress,casual,summer,0,1
197,122,jacket,sport,autumn,0,0
162,126,bag,casual,summer,1,0
47,105,dress,elegant,winter,0,0
59,150,tshirt,urban,autumn,1,0
146,104,jeans,elegant,summer,1,1
13,107,jacket,casual,autumn,0,1
128,144,dress,elegant,winter,0,0
163,117,jacket,casual,autumn,0,0
163,119,tshirt,urban,winter,0,0
122,148,jeans,sport,winter,0,0
44,140,jeans,casual,autumn,1,0
71,143,jacket,urban,autumn,0,0
50,101,dress,casual,spring,1,1
198,114,tshirt,elegant,summer,0,0
165,148,jeans,sport,winter,0,0
40,116,dress,casual,autumn,0,1
144,104,jeans,elegant,summer,1,0
194,131,dress,elegant,summer,0,0
3,108,jeans,sport,spring,0,0
45,102,bag,casual,spring,0,0
8,107,jacket,casual,autumn,0,1
30,110,jacket,sport,winter,0,1
146,150,tshirt,urban,autumn,1,0
60,134,bag,sport,winter,1,1
171,145,tshirt,sport,autumn,0,0
6,132,jacket,urban,summer,1,1
106,118,dress,elegant,winter,0,0
6,148,jeans,sport,winter,0,0
120,103,jeans,sport,autumn,0,1
96,104,jeans,elegant,summer,1,0
191,104,jeans,elegant,summer,1,0
160,122,jacket,sport,autumn,0,0
198,135,bag,elegant,spring,1,1
112,111,dress,urban,summer,0,0
3,109,dress,urban,autumn,0,0
18,149,shoes,elegant,summer,0,1
73,123,bag,urban,summer,0,0
30,125,dress,urban,summer,0,0
156,134,bag,sport,winter,1,0
25,110,jacket,sport,winter,0,0
58,130,tshirt,casual,autumn,1,0
10,135,bag,elegant,spring,1,1
11,121,jacket,urban,winter,1,0
64,102,bag,casual,spring,0,0
76,142,tshirt,casual,winter,0,0
187,126,bag,casual,summer,1,0
144,106,dress,casual,summer,0,0
48,142,tshirt,casual,winter,0,1
76,113,tshirt,urban,summer,1,0
59,127,shoes,urban,autumn,0,0
27,115,tshirt,urban,autumn,0,0
111,146,jacket,casual,summer,0,0
63,140,jeans,casual,autumn,1,1
43,117,jacket,casual,autumn,0,0
63,117,jacket,casual,autumn,0,1
69,126,bag,casual,summer,1,1
36,128,jeans,sport,summer,1,0
101,130,tshirt,casual,autumn,1,0
151,116,dress,casual,autumn,0,0
180,137,tshirt,urban,summer,0,0
29,103,jeans,sport,autumn,0,0
180,119,tshirt,urban,winter,0,0
106,121,jacket,urban,winter,1,1
29,120,tshirt,elegant,autumn,1,0
25,106,dress,casual,summer,0,0
16,118,dress,elegant,winter,0,0
197,136,jeans,casual,spring,0,0
34,113,tshirt,urban,summer,1,0
171,129,jeans,casual,spring,0,0
111,136,jeans,casual,spring,0,0
73,139,jacket,casual,spring,0,0
116,147,jacket,casual,autumn,0,0
79,120,tshirt,elegant,autumn,1,0
82,105,dress,elegant,winter,0,0
148,123,bag,urban,summer,0,0
186,104,jeans,elegant,summer,1,0
44,134,bag,sport,winter,1,0
95,107,jacket,casual,autumn,0,0
68,119,tshirt,urban,winter,0,0
163,121,jacket,urban,winter,1,0
189,131,dress,elegant,summer,0,0
66,110,jacket,sport,winter,0,0
130,102,bag,casual,spring,0,0
144,116,dress,casual,autumn,0,0
46,139,jacket,casual,spring,0,0
129,111,dress,urban,summer,0,0
119,121,jacket,urban,winter,1,0
106,107,jacket,casual,autumn,0,0
130,142,tshirt,casual,winter,0,0
12,103,jeans,sport,autumn,0,0
27,149,shoes,elegant,summer,0,0
96,110,jacket,sport,winter,0,0
188,142,tshirt,casual,winter,0,0
105,142,tshirt,casual,winter,0,0
47,137,tshirt,urban,summer,0,0
185,120,tshirt,elegant,autumn,1,1
107,127,shoes,urban,autumn,0,0
89,102,bag,casual,spring,0,0
12,140,jeans,casual,autumn,1,0
176,120,tshirt,elegant,autumn,1,0
39,102,bag,casual,spring,0,0
152,127,shoes,urban,autumn,0,0
130,131,dress,elegant,summer,0,0
15,112,jeans,sport,summer,0,0
101,128,jeans,sport,summer,1,0
101,118,dress,elegant,winter,0,0
142,134,bag,sport,winter,1,0
198,136,jeans,casual,spring,0,0
173,136,jeans,casual,spring,0,1
189,136,jeans,casual,spring,0,0
184,125,dress,urban,summer,0,0
148,118,dress,elegant,winter,0,1
38,103,jeans,sport,autumn,0,0
144,105,dress,elegant,winter,0,1
196,121,jacket,urban,winter,1,1
198,112,jeans,sport,summer,0,1
144,117,jacket,casual,autumn,0,0
199,146,jacket,casual,summer,0,1
32,115,tshirt,urban,autumn,0,0
109,127,shoes,urban,autumn,0,0
116,123,bag,urban,summer,0,1
79,143,jacket,urban,autumn,0,1
97,131,dress,elegant,summer,0,0
110,123,bag,urban,summer,0,0
32,140,jeans,casual,autumn,1,1
153,131,dress,elegant,summer,0,0
22,102,bag,casual,spring,0,0
89,108,jeans,sport,spring,0,0
129,120,tshirt,elegant,autumn,1,0
16,135,bag,elegant,spring,1,1
20,146,jacket,casual,summer,0,0
181,147,jacket,casual,autumn,0,0
129,117,jacket,casual,autumn,0,1
8,129,jeans,casual,spring,0,0
112,133,jacket,sport,spring,0,0
108,112,jeans,sport,summer,0,0
109,120,tshirt,elegant,autumn,1,0
19,138,shoes,urban,summer,0,1
173,143,jacket,urban,autumn,0,0
181,145,tshirt,sport,autumn,0,0
86,143,jacket,urban,autumn,0,0
42,126,bag,casual,summer,1,0
115,126,bag,casual,summer,1,0
137,120,tshirt,elegant,autumn,1,0
184,119,tshirt,urban,winter,0,0
11,126,bag,casual,summer,1,0
42,127,shoes,urban,autumn,0,0
19,106,dress,casual,summer,0,0
174,138,shoes,urban,summer,0,0
99,140,jeans,casual,autumn,1,0
